,publisedAt,username,commentDisplay
132,2025-11-12T03:23:06Z,@mudiyonooke2306,"Gagalnya dimana redenominasi 1965 ,buktinya uangnya bisa digunakan sampai sekarang. , 1000 Rp jadi 1 rp , kalo dilaksanakan sekarang saya rasa tidak akan<br> gagal., sekarang itu dipasar2 umum pasar hewan itu , tidak pernah menyebut ribuan , 100 000 dipasarorang menyebut cuma 100 , 50 000 nyebutnya 50. , coba tidak akan gagal , nanti apbn tidak ada sampai trilyunan , itu di th 1965 itu uang pecahan tertinggi 10 000 sudah disanering , sekarang uang pecahan sudah tembus 100 000 , kalo analisa seharusnya dibuang nolnya biar hitungan anggaran sampai trelyunan seperti sekarang , kalo dibiarkan nanti 10 THN lagi orang belanja kebutuhan pokok dipasar bawa tas besar untuk tempat uang , buang saja 3 nol dibelakang seperti tahun 1965 , 1000 Rp jadi 1 rp"
133,2025-11-12T03:21:59Z,@bennyjaya151,iya ganti fisik rupiah jelek banget mata uang rupiah sekarang ini
134,2025-11-12T03:21:40Z,@bukangurungaji,"gua nontonin ampe lipet tangen kek lagi belajar disekolah, wkwkwk"
135,2025-11-12T03:20:21Z,@StephanusLi,"Kalau dikaitkan dengan pemberantasan korupsi, sepertinya redenominasi tidak akan berpengaruh secara signifikan. Para koruptor menimbun SGD, USD, emas dan kripto."
136,2025-11-12T03:18:59Z,@Azoel-n5w,ini moment baik karna dolar mengalami kolapse saat rame rame punya Brics yang di belakangnya cadangan emas katanya kalo kata gua saat ini bagus semoga lancar
137,2025-11-12T03:17:45Z,@ayahrantauch79,"Penjelasan anda sepertinya rakyat atau masyarakat kita masih bodoh, yang penting pecahan dalam bentuk sen nya beredar banyak redenominasi akan berjalan lancar karena untuk menjaga agar tidak ada pembulatan harga. Pembulatan harga itu yang membuat inflansi. Yang mudah jangan dibuat sulit. Apa anda tidak suka ruang gerak koruptor dipersempit?"
138,2025-11-12T03:15:27Z,@reinwhoruninrain3888,"kalau dilakukan, sebaiknya diberi nama yang agak bisa membedakan. Kalo versi lama rupiah, versi baru bisa New Rupiah, atau RPB. jadi yang masih pakek uang lama, value nya bisa keliatan, yang pakek uang baru, valuenya juga kerasa"
139,2025-11-12T03:15:06Z,@fajarsyam4725,S O K  TAHU   LOE.  <br>MEMANGNYA PENDIDIKAN EKONOMI KAMU SUDAH SAMPAI MANA?
140,2025-11-12T03:14:57Z,@dedisetiawan3268,"Menurut saya si , bagus karena nilai mata uang kita terlalu lemah walaupun nominal nya besar , bagusnya balik lagi seperti dulu 1 rupiah 1 sen berlaku kembali. <br>Dlu saya kecil seribu rupiah dapet permen kiss 10 biji, skrng seribu dapet 3 permen <br>Artinya nilai uang kita sudah sangat turun"
141,2025-11-12T03:14:15Z,@toseba9765,Untuk sosialisasi mungkin dijaman sekarang adalah timing yang tepat krna kita Indonesia pengguna  sosial media terbesar di dunia
142,2025-11-12T03:13:04Z,@yudiwahyudin6963,"Di lapangan juga masyarakat sudah menyederhanakan, sejuta dibilang seribu, 10 RB dibilang 10 dll"
143,2025-11-12T03:12:47Z,@FurqonWelt,Bennix lebih jelas
144,2025-11-12T03:10:03Z,@errorhere6100,"aku rasa tantangan paling gede tu di bank ataupun jasa lain seperti OVO, PLN mobile yang ada keep uang pengguna, harus kompak di hari sama potong 000, takutnya chaos kalau ada yang belum potong atau telat potong"
145,2025-11-12T03:10:03Z,@silvia_sister40,"Yakin aja deh.. optimis..<br>Do&#39;a yang baik, akan berakibat baik jg.. insya Allah"
146,2025-11-12T03:10:00Z,@dunstudios8213,Pertanyaanya adalah apa dolar mau mengikuti hal ini. Jadi Rp16 dari Rp16.000.
147,2025-11-12T03:05:24Z,@yuliayasmin7169,Yg gagal bukan redenominasi tapi ga becus mengelola negara dari dulu bahkan sejak 80 tahun yg lalu.
148,2025-11-12T03:05:23Z,@dnovrizon,Saya dukung kebijakan Pak Purbaya
149,2025-11-12T03:04:11Z,@kurniawanadityamartin2756,"sebenernya redenomisasi udah kita lakukan cuman dari mata uangnya blm, contoh yang kita lihat yang harganya 100.000 jadi 100K tinggal uangnya aja sih menurut saya"
150,2025-11-12T03:03:50Z,@feronicalauren9112,Semoga jadi. Di daerahku .. orang bilang 10 ribu = 10 <br>100 ribu = 100<br>Dan 1 juta = 1.000 <br><br>Gitu . Di pasar tradisional juga tawar menawar bilang segitu juga sering .
151,2025-11-12T03:02:11Z,@santosokurniawan3752,Percuma ajahhhh..... Sama aja akal akalan lo orang kebanyakan uang.... Bukan inti masalahnya yg Diperbaiki!!!!!
152,2025-11-12T03:01:47Z,@RosRosalina-d8t,Sebenarnya yang paling di utamakan adalah menekan inflasi rupiah agar nilai mata uang rupiah bisa naik seperti di era habibi <br>Era Suharto 1 dolar AS 16000 dan diera Habibi satu dolar AS 6500 rupiah<br>Tapi saya tetap dukung redenominasi rupiah untuk menyederhanakan nominal
153,2025-11-12T03:00:40Z,@soepardjo7267,"byk koruptor simpan uangnya di bungker,,pasti repot mereka jika ini di terapkan"
154,2025-11-12T02:59:39Z,@WahyuWidodo-h8l,Saran saya bentuk uangnya di bikin semirip mungkin.... Biar masyarakat terbiasa dengan bentuk yang sama walaupun 0 nya berkurang 3....  Terutama pada usia lanjut atau yg buta informasi
155,2025-11-12T02:59:01Z,@jalalludinmustar-qi4sw,Yakin jika diurus dengan teliti tentu boleh jadi reliti.
156,2025-11-12T02:58:57Z,@dianakarim2815,😂era Soeharto mah no sosmed .. zaman sekarang emak gua aja yg 71 tahun buka sosmed 🙈 .. dia nonton YouTube dan update berita tv .. sadar g sadar . Zaman sekarang mah ong indo melek sosmed ko .. klu untuk edukasi masalah duit kaya nya enggak terlalu susah .. di desa plosok pun pasti udah bnyak ank2 muda pake sosmed
157,2025-11-12T02:57:23Z,@Tyo_ch,gw udah muak dengan 0 yg kebanyakan malu kalo sama orang luar 😅
158,2025-11-12T02:57:23Z,@tomijubisa5855,"Saran ku hapus dulu makan gratis asli bakal krisis ekonomi barang bahan pokok mahal semua. <br>Kami jual, an di sekolahan slalu ngelu pengen berhenti rasa nya"
159,2025-11-12T02:56:10Z,@lukmanlukman9382,Kondisi RI.thn 1965 dgn skrng antara bumi.dn langit. Sektor pnddkn aja. Sarjana S 1 d setiap pem kab. Tdk ad 10 org yg msrkt yg punya rdio dlm 1 desa tdk ad 10 kk. Telp rumah tv. Tdk d miliki desa2. Dan saat redenominas d terapkn justru tdk ad msrkt yg mati massal. Jadi kenapa harus takut. Yg jlas klo ad yg pd tkut tentu ad sesuatu. Klopun yg d takuti karna  bnyaknya uang yg ber edar. Lakukn transaksi pmbyaran menggunkn cek. Dn pnarikn uang d bank d batasi. Selnjutnya pket sembko priortaskn.
160,2025-11-12T02:55:22Z,@wawawewo5139,Tapi ada jg negara yang berhasil redenominasi
161,2025-11-12T02:53:49Z,@Dundin96,Mari kita menjadi warga masyarakat yang andil dalam negara ini🎉
162,2025-11-12T02:53:27Z,@dinaskomunikasidaninformad5758,"sekarang jamannya informasi cepat menyebar, tinggal disosialisasikan. gunakan istilah Indonesia &quot;Se iya, Se kata&quot;. orang Jawa biasa mengatakan 1 juta = seribu. saya ingin 1 Rp = 1 USD."
163,2025-11-12T02:52:07Z,@mkncnf,Klu orang awam setelah redenominasi juga bisa salah transfer kebanyakan nolnya bisa habis 😂😂
164,2025-11-12T02:49:43Z,@kennethkho7165,"Selama ini, kita juga udah redenominasi secara informal, kita sering sebut &quot;50.000&quot; sebagai &quot;50&quot; misalnya. harusnya alasan dibalik redenominasi itu jangan ekonomi, tapi kenyamanan. misal bayar QRIS cukup ketik &quot;50&quot;."
165,2025-11-12T02:49:00Z,@marwansokawera3149,Usul jgn skrg.....nanti 2030 sajaaa......buktikan dulu ekonomi nya stabil
166,2025-11-12T03:20:31Z,@DaffaRkassandra,Katanya sih rencana tahun 2034.. udh berubah total dahh..<br>kyk cuci otak krn perubahan masalah keuangan baru..
167,2025-11-12T02:48:33Z,@retnohanggarArniati-r7m,"Harus persiapan matang agar rakyat benar paham nilai uang yg baru, sosialisasi jauh hari stelah paham baru mulai penggunaan uang baru n yg penting kondisi ekonomi harus  di usahakan stabil agar tak gaduh, khusus emak2 harus paham jangan boncos"
168,2025-11-12T02:48:26Z,@ruditabuti1977,"Rakyat harus optimis dan mendukung,<br>yang tidak dukung pasti simpat duit cash banyak <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>"
169,2025-11-12T02:47:46Z,@bless0666,"udh lah cuma omon2 slama ni statmen2 nya purbaya blom ada terealisasi.. yg kt nya mau kejer pengemplang pjk sampe skrg hilang kabar nya😅😅😅, maunangkap mafia besar blom ada realisasi nya.. intinyacuma good news politik aja. hnya untuk menyenangkan publik aja"
170,2025-11-12T02:47:13Z,@SuTo-u4d,Redenominasi menguntungkan koruptor karena mudah untuk menyimpan millyaran dengan mudah biasanya satu bangker sekarang cukup pakai kantong karong😂😂
171,2025-11-12T02:47:03Z,@bandindia6134,"<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=585"">9:45</a> <b>SETUJUUU BANGETTTTT KALO INI.. AHAHAHAHAHA</b>"
172,2025-11-12T02:46:43Z,@Hendra-o4w,"Mending pemerintah buka lapangan kerja yg banyak dan legalkan kasino supaya cari uang gampang skrng orang dagang apa tak laku sepi, toko pada tutup pengangguran banyak kok mau potong uang rupiah yg ada gagal totol bisa jadi krismon, belum lagi utang Indonesia sangat banyak ke China"
173,2025-11-12T02:46:28Z,@kanekiasta8545,In purbaya we trust 😅no purbaya no party
174,2025-11-12T02:45:47Z,@aroraaurora6786,"Gw sih berharap dg kebijakannya gk sampai menimbulkan masalah besar sampai mengacaukan semua lini kehidupan... Syok pasti ada, mengingat mengubah kebiasaan itu butuh waktu"
175,2025-11-12T02:45:45Z,@Lucs644,"pas bayar parkir , kelupaankan , ke bayar 2 ribu wkwk"
176,2025-11-12T02:45:41Z,@bagaskara6173,"yang penting kebijakan Pemerintah biar bisa nahan inflasi gak lebih dari 5% per bulan, soalnya mikro inflasi ato round Up kata Ko Raymond ini yang paling bahaya, di kaki lima aja udah mulai mikro inflasi kan, yang biasa beli Indomie 3ribu naik jadi 4-5ribu jarang ada yang naikin jadi 3500,"
177,2025-11-12T02:45:39Z,@oii4412,TIRU MALAYSIA....HIDUP MALAYSIA
178,2025-11-12T02:45:09Z,@monkeydomonkeysee5891,Ngikutin BENIX
179,2025-11-12T02:44:53Z,@hahahihi7589,"Setujuu sih sama rencana ini, krn efeknya mayan bgt buat kita yg profesinya akunting atau finance"
180,2025-11-12T02:44:48Z,@excusemeboss7212,By sistem elite global
181,2025-11-12T02:43:18Z,@RusmadiSoemadji,Yang takut redenominasi mungkin dia ada timbun uang dalam jumlah banyak yg tidak jelas dari mana asal usul Nya
182,2025-11-12T02:42:11Z,@tijarfirmansyah,Masalahnya selalu disosialisasi bang
183,2025-11-12T02:41:48Z,@cicikooo,Saya setuju redenominasi apalagi kita lebih sering transaksi Qris jadi lebih aman
184,2025-11-12T02:41:43Z,@bandindia6134,"<b>SEBETULNYA &quot;LEBIH KE KURANG SETUJU&quot; SIH KEBIJAKAN YANG INI</b><br><b>1. RIBET, APALAGI KALO TUKAR KURS VALUTA ASING</b><br><b>2. TAKUTNYA JADI CELAH PEJABAT2 TERHORMAT KITA BUAT &quot;MAKAN&quot; DIMASALAH ADMINISTRATIF</b><br><b>TAPI TETAP SAJA SEMOGA KALOPUN TERJADI, KEBIJAKAN INI BISA MEMBANTU UNTUK PERBAIKAN NEGERI INI</b>"
185,2025-11-12T02:41:08Z,@pdzak,Ngak ada beda...<br>1 Indonesian Rupiah 🇲🇨 =<br>0.000059871524 US Dollar🇺🇸<br><br>1 Ind Rupiah🇲🇨 # 1 US Dollar 🇺🇸 ❌️
186,2025-11-12T02:40:26Z,@gusionvenom5474,"sbelum redenominasi jg kaum&quot; muda sudah mulai menerapkan dr beberapa tahun lalu... contoh klo jualan di ksih harga 10K 12K 20K 50k,... untuk di terapkan ke depan jg gk bgitu canggung,.. saya rasa cukup mudah untuk menyesuaikan. klo saya pertama kali liat berita ini aku si yes.. bagus,.. di tambah cari cari tahu keuntunganya.. worth it si. toh yg ilang cuma receh&quot; 500 rupiah,.. udah bnyak di spelekan ya 500rupiah ilang aja gk masalah. apa lagi ini berkaitan dgn koruptor,.. tambah yesss 😄"
187,2025-11-12T02:38:38Z,@hermanpasar9995,Saya rasa redoniminasi ini akan berhasil.....karena rakyat akan dukung.....kami rakyat kecil di desa jga udah faham....dan sangat mendukung langkah ini.....
188,2025-11-12T02:37:17Z,@schwarzesorigami9115,"Selbelum menarik kesimpulan yang terburu-buru, dan dengan perspektif macam-macam, fokus saja pada aspek moneter negara. kata kuncinya adalah &#39;daya beli uangnya&#39;, masih sama atau tidak? Namun perlu diwaspadai, redenominasi logika sederhananya seperti pembulatan ke atas pada matematika. Asumsikan pemotongan dilakukan dalam 3 digit, maka pecahan tertinggi menjadi Rp100,-, maka pecahan Rp500, Rp200, dan Rp100 saat ini akankah menjadi 50, 20, 10 sen? akankah pelaku ekonomi dalam praktiknya akan menyederhanakan Rp1,60 menjadi Rp2,00? ceteris paribus, zero sum game, siapa yang akan diuntungkan?"
189,2025-11-12T02:35:33Z,@CepIhsan26,Bukannya ini keinginan BI ya bukan Pak Purbaya ?
190,2025-11-12T02:34:04Z,@rizalsubagyo7,kalo di redenominasi apakah semua uang kertas yang beredar auto gadianggep sesuai jumlah nominalnya ya? bener2 tantangannya di pemahaman masyarakatnya saat praktek transaksi langsung sih. Gimana biar semua orang bisa paham kalo sedang ada perubahan besar di nominal mata uang yang beredar dimana lembaran Rp100.000 akan dianggep Rp100 dengan segala penyesuaian harga2 barangnya
191,2025-11-12T02:33:40Z,@zabriabubakar5982,Udah 80 tahun...😂😂😂😂😂
192,2025-11-12T02:32:56Z,@nadhifaap8139,"sebenernya di masyarakat menengah - bawah istilah redonominasi sudah sering d pakai, contohnya ada yang mau tarik tunai di konter misal 1 juta mereka akan bilang mau tarik seribu, duaribu dan seterusnya, ada lagi penjual makanan atau minuman yg melebeli harga dengan 1k, 10k dan seterusnya"
193,2025-11-12T02:31:31Z,@Ahnfd17,"untuk sekarang per november 2025 sih gua kurang setuju ya, ekonomi masih blm stabil dan utang kita ke china masih gede banget. seandainya 2026 ekonomi bisa naik secara signifikan dan ketimpangan sosial berkurang, oke aja sih 2027 redominasi"
194,2025-11-12T02:29:44Z,@FiXia-RnFr2,"Tapi bisa ga sih kita pake 2 satuan (ribuan sama redenominasi), tapi perlahan lahan (waktu yang belum pasti) akhirnya balik 1 lagi (redenominasi)"
195,2025-11-12T02:29:44Z,@DenzMulya-q8g,"BYE BYE 1K , 10K ATAU 100K...... WELCONE 1Rp, 10Rp ATAU 100Rp"
196,2025-11-12T02:29:14Z,@cnky-21,"Ada bos di Singapore kirimin duitnya si mbak ,bener2 kaget ,,nolnya banyak"
197,2025-11-12T02:28:16Z,@OpikTaufikR,"Untuk memudahkan masyarakat, supaya tidak kikuk, gambar dan warna tetap. Tapi nol nya hilang tiga. Dan ukuran diperkecil sedikit."
198,2025-11-12T02:28:05Z,@pandublegendes5168,"Setuju, titik"
199,2025-11-12T02:27:46Z,@ariewijaya1679,"cuma alasan aja jadi sederhana, kan ntar berurusan ke kamar lagi lg klo di bawah seribu. mgkn perlu kayak di  matematika,  nol yg banyak dijadikan pangkat 10 aja. jd 1 m bukan 1 sembilan nol cukup jadi 1 10^9"
200,2025-11-12T02:26:43Z,@AbiAl-u7g,Aku percaya aku akan bantu sebisa ku aku akan bantu kasi pengertian kepada orng lain  agar mereka paham. Aku ingin Indonesia maju.
201,2025-11-12T02:25:32Z,@TgkWahyu07Sukandar,"Haha😂😂,indo gelap"
202,2025-11-12T02:24:49Z,@jogja177,"Saya dukung, optimis bisa... 1 USD = RP 16,6<br>Mantap"
203,2025-11-12T02:23:54Z,@arafkyi,"Gak isah jaih2 redominasi,  pemberlakuan currency Euro di EU yg sdh mapan aja jg gak mulus dan makah menyebabkan kenaikan harga. sy ingat awalneuro di jerman 1 euro=2DM .jd harusnya barang2 yg berharga 2 DM setelah euro diberlakukan jd 1 euro.nyatanya gak sampai 6 bulan barang2 yg harganya 2DM jd 2Euro..berarti terjadi inflasi 100 persen!"
204,2025-11-12T02:22:48Z,@lukmanfebri-p6s,"Sekrg juga banyak cafe/resto yg ngilangin 000, harga steak ditulis Rp 150 dst.<br><br>Utk sosialisasi sebaiknya mulai dari penulisan harga rokok dan Indomie di kemasannya. Karena itu yg dikonsumsi mayoritas rakyat Indo."
205,2025-11-12T02:22:22Z,@selebewo_o,"Harus sering di sosialisasikan bang biar masyarakat ngerti 1 rupiah sama dengan 1000 rupiah, 11 rupiah sama dengan 11000 rupiah"
206,2025-11-12T02:21:22Z,@petani_polycultur,Tetap cetak uang flax underline emas...<br>Pasti tidak ada namanya inflasi.<br>Tpi gemana caranya rupiah bisa underline emas...🤔
207,2025-11-12T02:19:21Z,@AriTuesday,"Menurutku langkah yang bagus mematikan koruptor kecil mikro ( Kepala desa , kecamatan, guru, kepala sekolah, Bupati)<br>Dari situ akan diam sementara.<br>Lalu harus ada pemantauan keuangan negara yang transparan. <br>Brantas yang kecil dulu.<br>Yang kecil ketahuan - yang besar bakal lebih jelas grusak grusuknya."
208,2025-11-12T02:18:37Z,@MuizzulghoFuur-j4n,Negara lain jadi faktor penentu redoniminasi dlm negeri?
209,2025-11-12T02:17:46Z,@ninuksupriyati5905,Saya yakin sekarang berhasil
210,2025-11-12T02:40:55Z,@NPCinRealLife_77,"Semoga, karena redenominasi ini sangat-sangat saya tunggu dari dulu"
211,2025-11-12T02:17:41Z,@shaneas_ali,ke distract bicep
212,2025-11-12T02:16:30Z,@TaufikRohman-i7m,Kalau dulu media dan Rakyat masih Awam.<br>Kalau sekarang sudah beda..<br>Rakyat sudah Pandai dan cerdas.
213,2025-11-12T02:16:16Z,@azmanfun,"<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=526"">8:46</a> kalau di Sulawesi udah gak pake price kayak gituan &quot;13.700❌&quot; kita pakenya &quot;13.500 atau 14.000✅&quot;<br>Kecuali di Indomaret atau Alfa.. atau toko swalayan. Tapi kalau di penjual lokal mayoritas nilai Rp.100-200 udah gak kepake."
214,2025-11-12T02:14:48Z,@ainz-uu1sp,1000 jd 10 harusnya bg
215,2025-11-12T02:14:18Z,@ファシオカエルビン,"Apakah untuk mengurangi angka uang yang dikorupsi, biar engga ber kuadriliun 😂😂😂"
216,2025-11-12T02:12:16Z,@siufong3652,Jangan kan dollar orang Malaysia dtng belanja ke tanah abang bangga duit dia Ringgit belanja dpt banyak dan bertanya mengapa duit kalian nominal nya kok besar tapi murah😂😂
217,2025-11-12T02:12:13Z,@MamahVivo-i1l,Uang 700 jadi 7 sen aja jadi nanti harga barang masih bisa 13.7.
218,2025-11-12T02:12:09Z,@Riskynanda-d6x,"gpp gagal, kalau infasi orang yg real kaya abakal gampang dapat kekayaannya kembali, dan orang yg korupsi malah bingung tuh dosa dapat uang gak kepake, jujur kalau gua punya power gua bakal buat indonesia inflasi"
219,2025-11-12T02:10:46Z,@TIMRUNHUTASOIT,Koruptor gak sebodoh itu nyimpan uang kas dalam bentuk rupiah Brader.. mikirr
220,2025-11-12T02:09:36Z,@xbutakx,"tp orang kita sudah terbiasa gk nyebut ribu lagi, bismillah sukses"
221,2025-11-12T02:08:12Z,@erikindrawan2322,"Inflasi kita 2,86% aman aja kalo redenominasi"
222,2025-11-12T02:06:50Z,@calistenics3190,"Timingnya sangat pass, pemerintah lagi bagi&quot; duit, + tumpukan uang cash para pejabat."
223,2025-11-12T02:04:35Z,@sambak_ki,"setelah dari bennix, gw kesini."
224,2025-11-12T02:04:11Z,@faqihrusyda,"Baru kemarin pas abis Sholat Dzuhur kepikiran masalah ini kira-kira ada nya redominasi Rupiah ini cara kampanye ke masyarakat bakal gimana yaa? Dan langkah pemerintah apa yaaa, terus kepikiran juga dampak baik dan buruk nya eh ini bang rymod udah bahas aja 😅😅"
225,2025-11-12T02:03:37Z,@romsz289,Bukan redenominasi taun 65 itu sanering pemotongan nilai uang... redenominasi itu penyederhanaan nilai Nol dibelakang
226,2025-11-12T02:03:25Z,@KoruptorxINDO,"pertanyaannya kalau duit 100, 200 , 500 rupiah jadi berapa? kalau 1000 jadi 1 rupiah"
227,2025-11-12T02:02:53Z,@rikiariyadi8235,"Ini beneran edukasi bg, harus nya dishare sebanyak tentang ini, karna penjelasan tentang redominisasi itu harus di barengi dengan pehamaman Publik akan itu, thanks bg"
228,2025-11-12T02:02:18Z,@hzkasgl4752,Sudah saatnya uang di setor ke bank jangan cuma taro di bawah bantal 😂😅
229,2025-11-12T02:00:36Z,@Eti1988,"Udh mas Jagan begituh.klw abag duit nyah banyak tgl tukerin ajjah.jagan abag inih bikin seneng para koruptor,GK masarakat udh ngerti PK udh tau uang Nene&quot;pun udh main yutub FB fro.gk usah di bikin org bodoh bag masarakat udh pinter.apah LG PK Purbaya ngasih  solusi terus loh"
230,2025-11-12T01:58:08Z,@vidyaganesha9613,"1965 bukan redenominasi bang, tapi sanering.. Sama sekali berbeda.. Sanering itu pemotongan nilai, redenominasi cuma penyederhanaan angka."
231,2025-11-12T01:57:17Z,@nogamenoclan,"aman , di indo uang palinmg kecil itu 500 rupiahh dari kota sampai seda itu aja 5 tahun lalu di jakarua 100 dan 200 rupiah gak berlaku, masyarakat juga udah banyak yang pegang hp jadi pada paham, apalagi ada qris, di kios kios aja udah pakek 10k atau kilo untuk 10000 rupiah jadi aman dan udah umum tinggal yantumin K di belakang nominal untuk uang baru, sampai semua uang lama habis dan K di belakang nominal bisa di hilangkan beberapa tahun kemudian . essy, dan mudah di pahami"
232,2025-11-12T01:54:58Z,@HlsHolydien,"Intinya yang pesimistis dan ketakutan itu adalah para koruptor yang nyimpen duitnya dibawa kasur diberangkas dibawah tanah, karena mereka takut ketahuan dan bingung mau kemana buang duit haram itu.<br>Oleh karena itu para tikus itu akan membuat berbagai cara untuk menggagalkan rencana redenominasi rupiah ini apapun caranya"
233,2025-11-12T01:54:18Z,@masbogelchannel8038,UMKM 1k 2k 3k 4k 5k dst....
